track,artist,album,date_added,plays,popularity,acousticness,danceability,speechiness,tempo,time_signature,valence,energy,liveness,instrumentalness
Ballad of the Dying Man,Father John Misty,Pure Comedy,2018-06-09,5,52,0.85,0.4,0.03,139,4,0.26,0.44,0.09,0.0
Digital Bath,Deftones,White Pony (U.S. Version),2018-03-28,5,60,0.0,0.34,0.08,92,4,0.5,0.86,0.09,0.21
Vakuum,MØL,Jord,2018-06-19,5,27,0.0,0.36,0.08,99,3,0.07,0.97,0.24,0.85
Fill in the Blank,Car Seat Headrest,Teens Of Denial,2017-01-17,5,56,0.01,0.34,0.06,162,4,0.5,0.83,0.06,0.0
Daydreaming,Radiohead,A Moon Shaped Pool,2018-03-31,5,61,0.97,0.3,0.03,137,3,0.11,0.26,0.13,0.86
Skin Of The Night,M83,Saturdays = Youth,2018-08-30,5,37,0.01,0.5,0.03,120,4,0.24,0.68,0.21,0.02
You Appearing,M83,Saturdays = Youth,2018-08-30,5,34,0.79,0.34,0.03,97,4,0.2,0.22,0.16,0.59
Cadmium,Pinegrove,Cardinal,2017-12-02,5,50,0.48,0.46,0.05,131,4,0.33,0.32,0.16,0.0
Storm,MØL,Jord,2018-06-19,5,30,0.0,0.12,0.07,87,4,0.24,0.86,0.06,0.88
Pure Comedy,Father John Misty,Pure Comedy,2018-06-09,5,50,0.81,0.46,0.04,130,4,0.16,0.27,0.22,0.0
BLEACH,BROCKHAMPTON,SATURATION III,2017-12-15,5,76,0.46,0.6,0.18,156,4,0.72,0.66,0.44,0.0
Eventually,Tame Impala,Currents,2017-12-02,5,30,0.01,0.42,0.03,77,4,0.14,0.62,0.1,0.0
Solo,Frank Ocean,Blonde,2018-06-05,5,70,0.85,0.44,0.04,124,4,0.25,0.29,0.16,0.0
The Truth Untold,BTS,Love Yourself 轉 'Tear',2018-06-30,5,75,0.37,0.57,0.04,113,4,0.17,0.42,0.13,0.0
Skin of the Night,M83,Saturdays = Youth,2018-08-30,5,38,0.01,0.5,0.03,120,4,0.25,0.69,0.2,0.01
Stella Was a Diver and She Was Always Down,Interpol,Turn On The Bright Lights: The Tenth Anniversary Edition (Remastered),2018-02-10,5,50,0.01,0.42,0.03,114,4,0.45,0.84,0.22,0.81
Breezeblocks,alt-J,An Awesome Wave,2017-09-21,5,71,0.12,0.57,0.04,74,4,0.25,0.64,0.15,0.0
Solo (Reprise),Frank Ocean,Blonde,2016-11-25,5,1,0.41,0.69,0.15,79,4,0.61,0.75,0.08,0.0
Go Your Own Way - 2004 Remastered Edition,Fleetwood Mac,Rumours,2017-10-22,5,74,0.02,0.58,0.04,135,4,0.8,0.95,0.07,0.0
Fool's Errand,Fleet Foxes,Crack-Up,2018-09-01,5,56,0.6,0.37,0.04,111,4,0.08,0.49,0.11,0.07
Montezuma,Fleet Foxes,Helplessness Blues,2018-09-01,5,25,0.85,0.31,0.03,99,4,0.09,0.31,0.1,0.01
Idioteque,Radiohead,Kid A,2018-03-07,5,60,0.04,0.62,0.24,137,3,0.53,0.93,0.09,0.0
Kept Woman,Fleet Foxes,Crack-Up,2018-09-01,5,49,0.92,0.37,0.03,128,3,0.17,0.4,0.11,0.0
Nevermine,Forth Wanderers,Forth Wanderers,2018-04-28,5,44,0.05,0.38,0.03,164,4,0.29,0.66,0.3,0.52
You Appearing,M83,Saturdays = Youth,2018-08-30,5,34,0.79,0.34,0.03,96,4,0.2,0.24,0.16,0.7
Prior Things,Hop Along,"Bark Your Head Off, Dog",2018-04-30,5,47,0.35,0.65,0.03,93,4,0.81,0.78,0.32,0.0
Little Dark Age,MGMT,Little Dark Age,2018-03-07,5,66,0.01,0.7,0.04,97,4,0.62,0.71,0.1,0.0
Lorelai,Fleet Foxes,Helplessness Blues,2018-09-01,5,19,0.19,0.45,0.03,144,3,0.68,0.84,0.27,0.03
In The Aeroplane Over The Sea,Neutral Milk Hotel,In The Aeroplane Over The Sea,2018-02-11,5,12,0.33,0.26,0.03,93,3,0.22,0.72,0.11,0.0
3rd Planet,Modest Mouse,The Moon & Antarctica,2018-02-11,5,51,0.3,0.54,0.08,82,4,0.42,0.57,0.12,0.0
Expo '86,Death Cab for Cutie,Transatlanticism,2018-09-17,5,47,0.0,0.58,0.03,104,4,0.2,0.6,0.11,0.01
Fitzpleasure,alt-J,An Awesome Wave,2017-09-21,5,56,0.14,0.58,0.05,143,4,0.36,0.59,0.1,0.0
Troublemaker,Beach House,Bloom,2018-04-17,5,27,0.14,0.32,0.04,177,4,0.27,0.63,0.08,0.0
Exit Music (For a Film) (Remastered),Radiohead,OK Computer OKNOTOK 1997 2017,2017-06-23,5,54,0.15,0.36,0.03,121,4,0.2,0.3,0.64,0.13
SUMO | ZUMO,Denzel Curry,TA13OO,2018-08-06,5,69,0.25,0.82,0.08,123,4,0.55,0.86,0.16,0.0
NYC,Interpol,Turn On The Bright Lights: The Tenth Anniversary Edition (Remastered),2018-02-10,5,48,0.01,0.17,0.03,77,4,0.28,0.75,0.11,0.05
Mr. Tillman,Father John Misty,God's Favorite Customer,2018-06-01,5,57,0.22,0.47,0.03,179,4,0.52,0.61,0.22,0.0
Last Nite,The Strokes,Is This It,2016-10-07,5,72,0.03,0.62,0.03,104,4,0.77,0.91,0.08,0.0
Daily Routine,Animal Collective,Merriweather Post Pavilion,2018-02-14,5,32,0.38,0.15,0.04,81,4,0.12,0.61,0.44,0.0
Here Comes Your Man,Pixies,Doolittle,2018-09-24,5,67,0.05,0.66,0.03,124,4,0.87,0.79,0.12,0.04
Solo,Frank Ocean,Blonde,2016-11-25,5,4,0.85,0.44,0.04,126,4,0.25,0.29,0.16,0.0
When The Levee Breaks,Led Zeppelin,Led Zeppelin IV (Remastered Version),2018-04-01,5,52,0.0,0.27,0.03,142,4,0.8,0.77,0.07,0.52
Tame,Pixies,Doolittle,2018-09-24,5,48,0.0,0.56,0.07,137,4,0.91,0.56,0.27,0.75
Glint,Deafheaven,Ordinary Corrupt Human Love,2018-07-14,5,45,0.0,0.21,0.09,94,4,0.14,0.97,0.14,0.88
Grown Ocean,Fleet Foxes,Helplessness Blues,2018-09-01,5,17,0.01,0.34,0.05,157,3,0.2,0.72,0.12,0.04
BLACK METAL TERRORIST | 13 M T,Denzel Curry,TA13OO,2018-08-06,5,64,0.02,0.63,0.13,77,4,0.11,0.66,0.35,0.0
Sleep,Godspeed You! Black Emperor,Lift Your Skinny Fists Like Antennas to Heaven,2017-11-12,4,38,0.21,0.22,0.05,108,4,0.06,0.53,0.14,0.63
"Sing About Me, I'm Dying Of Thirst",Kendrick Lamar,"good kid, m.A.A.d city",2015-04-23,4,40,0.3,0.65,0.4,110,5,0.37,0.75,0.13,0.0
Dark Spring,Beach House,7,2018-05-11,4,55,0.17,0.43,0.04,126,4,0.14,0.88,0.2,0.88
The day the music dies,Iceage,Beyondless,2018-05-04,4,39,0.01,0.32,0.07,106,4,0.34,0.92,0.25,0.0
Skyline To,Frank Ocean,Blonde,2018-06-05,4,65,0.88,0.42,0.06,129,4,0.4,0.29,0.1,0.0
There's A Light Out On The Horizon,Chromatics,Kill For Love,2018-08-20,4,23,0.28,0.58,0.04,141,4,0.12,0.57,0.07,0.44
At Your Door,Chromatics,Kill For Love,2018-08-20,4,25,0.06,0.71,0.04,112,4,0.32,0.76,0.14,0.2
Love/Paranoia,Tame Impala,Currents,2017-12-02,4,24,0.01,0.5,0.03,110,4,0.37,0.7,0.23,0.0
Let Down (Remastered),Radiohead,OK Computer OKNOTOK 1997 2017,2017-06-23,4,53,0.0,0.36,0.03,102,4,0.12,0.75,0.09,0.36
"Slow Dancing in a Burning Room - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,Where the Light Is: John Mayer Live In Los Angeles,2017-11-12,4,58,0.2,0.51,0.03,133,4,0.45,0.54,0.73,0.0
narashite,harunemuri,harutosyura,2018-06-07,4,41,0.0,0.39,0.23,192,4,0.48,0.97,0.16,0.0
Pay No Mind,Beach House,7,2018-05-11,4,54,0.24,0.59,0.02,99,4,0.27,0.41,0.12,0.59
Birds Of Paradise,Chromatics,Kill For Love,2018-08-20,4,25,0.83,0.49,0.03,109,4,0.15,0.35,0.27,0.61
Wide Awake,Parquet Courts,Wide Awake!,2018-05-24,4,56,0.11,0.85,0.04,122,4,0.9,0.94,0.07,0.44
No Surprises (Remastered),Radiohead,OK Computer OKNOTOK 1997 2017,2017-06-23,4,52,0.04,0.27,0.03,76,4,0.08,0.45,0.11,0.0
The Bends,Radiohead,The Bends,2018-05-31,4,54,0.01,0.29,0.07,89,4,0.31,0.76,0.36,0.14
Pyramids,Frank Ocean,channel ORANGE (Explicit Version),2016-09-03,4,60,0.01,0.4,0.05,108,4,0.17,0.66,0.79,0.0
Godspeed,Frank Ocean,Blonde,2018-06-05,4,65,0.93,0.42,0.05,109,4,0.08,0.1,0.13,0.0
Futura Free,Frank Ocean,Blonde,2018-06-05,4,62,0.77,0.27,0.51,83,4,0.2,0.68,0.5,0.0
Sun It Rises,Fleet Foxes,Fleet Foxes,2018-04-01,4,47,0.58,0.58,0.03,112,3,0.07,0.28,0.16,0.06
Going To California,Led Zeppelin,Led Zeppelin IV (Remastered Version),2018-04-01,4,55,0.94,0.5,0.03,78,4,0.52,0.26,0.09,0.04
The Mariner's Revenge Song,The Decemberists,Picaresque,2018-04-06,4,49,0.25,0.39,0.09,83,4,0.46,0.58,0.09,0.0
"Gravity - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,Where the Light Is: John Mayer Live In Los Angeles,2017-11-12,4,56,0.61,0.48,0.03,115,3,0.29,0.32,0.8,0.01
Ladders,Mac Miller,Swimming,2018-08-07,4,83,0.24,0.8,0.16,103,4,0.29,0.46,0.1,0.01
The Engine Driver,The Decemberists,Picaresque,2018-04-06,4,42,0.33,0.42,0.03,96,4,0.52,0.72,0.29,0.0
Pretty Sweet,Frank Ocean,Blonde,2018-06-05,4,62,0.26,0.2,0.05,154,4,0.17,0.72,0.3,0.03
Not The Sun,Brand New,The Devil And God Are Raging Inside Me,2017-11-06,4,29,0.0,0.24,0.05,131,4,0.32,0.92,0.09,0.0
Money Trees,Kendrick Lamar,"good kid, m.A.A.d city",2015-04-23,4,47,0.07,0.72,0.12,71,4,0.34,0.53,0.22,0.0
(Nice Dream),Radiohead,The Bends,2018-05-31,4,54,0.16,0.26,0.03,172,3,0.38,0.57,0.22,0.26
Wild,Beach House,Bloom,2018-04-17,4,31,0.0,0.44,0.04,94,4,0.27,0.84,0.13,0.0
Kids See Ghosts,KIDS SEE GHOSTS,KIDS SEE GHOSTS,2018-06-12,4,71,0.11,0.84,0.05,94,4,0.34,0.68,0.13,0.0
Inhaler,Foals,Holy Fire,2018-07-25,4,57,0.0,0.54,0.04,97,4,0.44,0.73,0.18,0.67
Bones,Radiohead,The Bends,2018-05-31,4,51,0.0,0.36,0.05,101,4,0.42,0.7,0.17,0.61
Black Star,Radiohead,The Bends,2018-05-31,4,53,0.0,0.29,0.04,158,4,0.31,0.56,0.27,0.05
Survival,TesseracT,Polaris,2015-12-28,4,37,0.0,0.53,0.04,134,3,0.37,0.88,0.32,0.0
Just,Radiohead,The Bends,2018-05-31,4,59,0.0,0.29,0.09,175,4,0.36,0.77,0.08,0.01
A Matter Of Time,Chromatics,Kill For Love,2018-08-20,4,22,0.0,0.58,0.05,106,4,0.36,0.67,0.14,0.78
Woods,Bon Iver,Blood Bank,2017-02-17,4,51,0.94,0.19,0.09,77,1,0.16,0.35,0.1,0.22
The Eleventh Hour,Chromatics,Kill For Love,2018-08-20,4,22,0.9,0.35,0.04,147,3,0.04,0.06,0.14,0.93
Why? 왜?,Mid-Air Thief,Crumbling 무너지기,2018-09-16,4,35,0.6,0.44,0.06,108,4,0.2,0.65,0.19,0.78
She's Hearing Voices,Bloc Party,Silent Alarm,2018-03-20,4,39,0.01,0.55,0.25,150,4,0.2,0.95,0.06,0.6
The Sound Of Settling,Death Cab for Cutie,Transatlanticism,2018-09-17,4,52,0.01,0.42,0.03,175,4,0.71,0.79,0.21,0.0
Couleurs,M83,Saturdays = Youth,2018-08-30,4,32,0.0,0.49,0.06,120,4,0.11,0.95,0.29,0.94
Pretty Sweet,Frank Ocean,Blonde,2016-11-25,4,1,0.26,0.2,0.05,154,4,0.17,0.72,0.3,0.02
Graveyard Girl,M83,Saturdays = Youth,2018-08-30,4,35,0.0,0.38,0.05,140,4,0.15,0.82,0.17,0.83
Godspeed,Frank Ocean,Blonde,2016-11-25,4,1,0.93,0.39,0.05,109,4,0.08,0.1,0.13,0.0
"Cassius, -",Fleet Foxes,Crack-Up,2018-09-01,4,48,0.55,0.46,0.04,125,3,0.14,0.65,0.65,0.01
Skyline To,Frank Ocean,Blonde,2016-11-25,4,1,0.88,0.42,0.06,127,4,0.38,0.29,0.1,0.0
GUMMY,BROCKHAMPTON,SATURATION II,2017-08-25,4,70,0.2,0.69,0.06,80,4,0.79,0.67,0.18,0.0
Revival,Deerhunter,Halcyon Digest,2018-08-30,4,59,0.03,0.66,0.03,119,4,0.7,0.8,0.28,0.01
So Appalled,Kanye West,My Beautiful Dark Twisted Fantasy,2018-03-23,4,23,0.24,0.65,0.29,87,4,0.59,0.75,0.69,0.0
Devil In A New Dress,Kanye West,My Beautiful Dark Twisted Fantasy,2018-03-23,4,27,0.02,0.28,0.14,79,4,0.19,0.77,0.14,0.0
Graveyard girl,M83,Saturdays = Youth,2018-08-30,4,36,0.0,0.38,0.05,140,4,0.14,0.83,0.09,0.88
WEIGHT,BROCKHAMPTON,iridescence,2018-09-20,4,74,0.11,0.45,0.19,160,4,0.27,0.75,0.3,0.0
Untitled,Interpol,Turn On The Bright Lights: The Tenth Anniversary Edition (Remastered),2018-02-10,4,50,0.0,0.2,0.03,91,4,0.09,0.79,0.08,0.72
Passenger Seat,Death Cab for Cutie,Transatlanticism,2018-09-17,4,51,0.77,0.59,0.03,77,3,0.09,0.12,0.11,0.03
These Chains 쇠사슬,Mid-Air Thief,Crumbling 무너지기,2018-09-16,4,32,0.58,0.35,0.14,127,4,0.16,0.77,0.42,0.11
DISTRICT,BROCKHAMPTON,iridescence,2018-09-20,4,73,0.05,0.66,0.08,122,4,0.52,0.74,0.21,0.0
Survival,TesseracT,Polaris / Errai,2016-09-23,4,33,0.0,0.53,0.04,134,3,0.37,0.88,0.32,0.0
I Am All That I Need / Arroyo Seco / Thumbprint Scar,Fleet Foxes,Crack-Up,2018-09-01,4,53,0.3,0.36,0.04,151,3,0.15,0.55,0.68,0.24
When You Die,MGMT,Little Dark Age,2018-03-07,4,66,0.09,0.64,0.04,140,4,0.5,0.94,0.16,0.02
The Plains / Bitter Dancer,Fleet Foxes,Helplessness Blues,2018-09-01,4,13,0.47,0.32,0.03,87,4,0.06,0.37,0.12,0.01
Sim Sala Bim,Fleet Foxes,Helplessness Blues,2018-09-01,4,16,0.42,0.4,0.03,107,4,0.36,0.44,0.12,0.0
Welcome to the Black Parade,My Chemical Romance,The Black Parade,2015-01-22,4,76,0.0,0.22,0.08,96,4,0.24,0.9,0.22,0.0
Running From The Sun,Chromatics,Kill For Love,2018-08-20,4,23,0.87,0.29,0.03,140,5,0.04,0.3,0.11,0.2
Bedouin Dress,Fleet Foxes,Helplessness Blues,2018-09-01,4,19,0.08,0.44,0.04,123,4,0.3,0.46,0.12,0.0
Battery Kinzie,Fleet Foxes,Helplessness Blues,2018-09-01,4,22,0.21,0.6,0.03,138,4,0.88,0.64,0.1,0.0
Optimistic,Radiohead,Kid A,2018-03-07,4,53,0.05,0.4,0.04,157,4,0.57,0.76,0.3,0.85
The Cascades,Fleet Foxes,Helplessness Blues,2018-09-01,4,29,0.86,0.43,0.03,88,4,0.19,0.29,0.11,0.9
Someone You'd Admire,Fleet Foxes,Helplessness Blues,2018-09-01,4,17,0.88,0.5,0.03,128,3,0.28,0.26,0.11,0.0
Truck Driver,Sun Kil Moon,Benji,2018-09-14,4,34,0.92,0.47,0.04,65,4,0.33,0.19,0.11,0.0
First Day of My Life,Bright Eyes,"I'm Wide Awake, It's Morning (Remastered)",2018-03-03,4,42,0.9,0.62,0.03,95,4,0.37,0.26,0.1,0.0
Team,Bon Iver,"For Emma, Forever Ago",2016-09-21,4,25,0.13,0.61,0.06,116,4,0.83,0.76,0.11,0.96
Positive Tension,Bloc Party,Silent Alarm,2018-03-20,4,42,0.0,0.65,0.13,160,4,0.68,0.82,0.2,0.0
Couleurs,M83,Saturdays = Youth,2018-08-30,4,33,0.0,0.5,0.05,120,4,0.11,0.95,0.33,0.95
Futura Free,Frank Ocean,Blonde,2016-11-25,4,0,0.78,0.27,0.55,84,4,0.2,0.83,0.47,0.0
"- Naiads, Cassadies",Fleet Foxes,Crack-Up,2018-09-01,4,49,0.2,0.54,0.03,97,4,0.17,0.49,0.16,0.31
Pink Matter,Frank Ocean,channel ORANGE (Explicit Version),2016-09-03,4,60,0.95,0.4,0.06,171,3,0.44,0.23,0.11,0.0
A Quick One Before the Eternal Worm Devours Connecticut,Have A Nice Life,Deathconsciousness,2018-09-28,4,41,0.61,0.36,0.03,74,3,0.04,0.17,0.3,0.93
Destroyed By Hippie Powers,Car Seat Headrest,Teens Of Denial,2017-01-17,4,52,0.01,0.53,0.04,104,4,0.32,0.66,0.07,0.02
"Hinnom, TX",Bon Iver,Bon Iver,2018-08-21,4,25,0.97,0.67,0.06,121,4,0.63,0.2,0.08,0.45
Who Would Leave Their Son out in the Sun?,Have A Nice Life,Deathconsciousness,2018-09-28,4,31,0.97,0.07,0.04,68,5,0.05,0.13,0.34,0.94
The Big Gloom,Have A Nice Life,Deathconsciousness,2018-09-28,4,38,0.37,0.17,0.04,129,4,0.17,0.47,0.1,0.88
TOKYO,BROCKHAMPTON,SATURATION II,2017-08-25,4,65,0.06,0.63,0.29,139,4,0.54,0.62,0.69,0.0
15 Step,Radiohead,In Rainbows,2018-03-23,4,61,0.05,0.6,0.04,94,4,0.85,0.85,0.09,0.35
Make Believe,Kero Kero Bonito,Time 'n' Place,2018-09-30,4,34,0.53,0.55,0.03,143,4,0.5,0.76,0.12,0.0
SWEET,BROCKHAMPTON,SATURATION II,2017-08-25,4,74,0.54,0.72,0.22,92,4,0.72,0.63,0.12,0.0
Lost In The World,Kanye West,My Beautiful Dark Twisted Fantasy,2018-03-23,4,24,0.15,0.61,0.22,117,4,0.28,0.77,0.53,0.01
Visiting,Pinegrove,Cardinal,2017-12-02,4,44,0.03,0.3,0.05,144,4,0.4,0.76,0.36,0.0
Track 10,Charli XCX,Pop 2,2017-12-29,4,50,0.21,0.64,0.04,100,4,0.27,0.65,0.08,0.0
Back From The Grave,Chromatics,Kill For Love,2018-08-20,4,35,0.24,0.65,0.03,124,4,0.88,0.88,0.08,0.84
"Lisbon, OH",Bon Iver,Bon Iver,2018-08-21,4,23,0.99,0.12,0.04,68,1,0.03,0.02,0.09,0.88
The Page,Chromatics,Kill For Love,2018-08-20,4,32,0.17,0.63,0.05,136,4,0.74,0.97,0.07,0.66
Morning Bell,Radiohead,Kid A,2018-03-07,3,50,0.72,0.64,0.03,142,5,0.39,0.46,0.34,0.29
Good Guy,Frank Ocean,Blonde,2018-06-05,3,64,0.98,0.51,0.47,105,5,0.81,0.13,0.12,0.0
My Kind of Woman,Mac DeMarco,2,2017-11-29,3,69,0.0,0.5,0.03,91,4,0.46,0.76,0.18,0.49
Vincent,Car Seat Headrest,Teens Of Denial,2017-01-17,3,48,0.35,0.4,0.04,147,4,0.05,0.61,0.11,0.03
Holding On,The War On Drugs,A Deeper Understanding,2017-08-25,3,63,0.0,0.44,0.04,150,4,0.69,0.94,0.05,0.01
Pain,The War On Drugs,A Deeper Understanding,2017-08-25,3,64,0.0,0.52,0.04,115,4,0.48,0.83,0.08,0.0
Kid A,Radiohead,Kid A,2018-03-07,3,53,0.26,0.63,0.04,112,4,0.17,0.43,0.31,0.85
Surface,Bonobo,Migration,2017-02-01,3,51,0.23,0.56,0.03,109,4,0.21,0.61,0.07,0.0
Dogs,Sun Kil Moon,Benji,2018-09-14,3,37,0.79,0.64,0.04,117,4,0.26,0.45,0.11,0.0
"If You Need To, Keep Time On Me",Fleet Foxes,Crack-Up,2018-09-01,3,69,0.65,0.52,0.03,104,4,0.14,0.22,0.18,0.01
In Limbo,Radiohead,Kid A,2018-03-07,3,50,0.67,0.38,0.03,89,4,0.5,0.63,0.14,0.83
Fluorescent Adolescent,Arctic Monkeys,Favourite Worst Nightmare,2018-07-25,3,76,0.0,0.65,0.03,112,4,0.79,0.83,0.12,0.0
Nikes,Frank Ocean,Blonde,2018-06-05,3,73,0.7,0.54,0.09,137,4,0.12,0.39,0.11,0.0
KV Crimes,Kurt Vile,Wakin On A Pretty Daze,2018-09-01,3,41,0.05,0.54,0.04,98,4,0.6,0.66,0.2,0.71
Plead the fifth,Iceage,Beyondless,2018-05-04,3,37,0.03,0.25,0.05,62,4,0.33,0.81,0.09,0.0
Beyondless,Iceage,Beyondless,2018-05-04,3,36,0.0,0.26,0.05,99,4,0.24,0.94,0.14,0.02
Treefingers,Radiohead,Kid A,2018-03-07,3,53,0.83,0.16,0.04,138,3,0.06,0.14,0.11,0.89
Unlock It (feat. Kim Petras and Jay Park),Charli XCX,Pop 2,2017-12-29,3,58,0.06,0.5,0.05,134,4,0.5,0.71,0.38,0.0
The National Anthem,Radiohead,Kid A,2018-03-07,3,56,0.0,0.49,0.04,91,4,0.39,0.75,0.22,0.86
"Stop This Train - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,Where the Light Is: John Mayer Live In Los Angeles,2017-11-12,3,56,0.6,0.43,0.03,92,4,0.37,0.44,0.83,0.0
Under the sun,Iceage,Beyondless,2018-05-04,3,40,0.02,0.14,0.05,79,4,0.49,0.83,0.08,0.0
Crackity Jones,Pixies,Doolittle,2018-09-24,3,45,0.01,0.3,0.14,148,4,0.36,0.94,0.12,0.16
HOTTIE,BROCKHAMPTON,SATURATION III,2017-12-15,3,65,0.16,0.86,0.06,128,4,0.77,0.71,0.12,0.03
Irresistible,Deafheaven,Sunbather,2017-01-11,3,41,0.97,0.65,0.04,102,4,0.04,0.24,0.1,0.91
There Goes My Gun,Pixies,Doolittle,2018-09-24,3,44,0.01,0.57,0.05,126,3,0.73,0.84,0.1,0.79
Hands Away,Interpol,Turn On The Bright Lights: The Tenth Anniversary Edition (Remastered),2018-02-10,3,39,0.36,0.38,0.03,128,4,0.33,0.79,0.08,0.86
SAN MARCOS,BROCKHAMPTON,iridescence,2018-09-20,3,72,0.33,0.52,0.03,150,4,0.54,0.5,0.1,0.0
Obstacle 2,Interpol,Turn On The Bright Lights: The Tenth Anniversary Edition (Remastered),2018-02-10,3,47,0.0,0.4,0.04,116,4,0.5,0.91,0.38,0.68
Please Don't Die,Father John Misty,God's Favorite Customer,2018-06-01,3,54,0.13,0.49,0.03,123,4,0.37,0.58,0.1,0.0
A Black Minute,Periphery,Juggernaut: Alpha,2015-12-26,3,33,0.0,0.47,0.05,107,4,0.19,0.83,0.1,0.0
La La Love You,Pixies,Doolittle,2018-09-24,3,52,0.0,0.71,0.04,124,4,0.61,0.65,0.11,0.18
Good Guy,Frank Ocean,Blonde,2016-11-25,3,2,0.98,0.54,0.46,107,5,0.81,0.13,0.12,0.0
Nikes,Frank Ocean,Blonde,2016-11-25,3,5,0.69,0.63,0.09,137,4,0.13,0.4,0.11,0.0
Mr. Grieves,Pixies,Doolittle,2018-09-24,3,48,0.04,0.54,0.07,113,1,0.66,0.46,0.11,0.0
I Bleed,Pixies,Doolittle,2018-09-24,3,48,0.0,0.49,0.03,170,4,0.75,0.51,0.11,0.03
The Bad Thing,Periphery,Juggernaut: Omega,2015-12-28,3,40,0.0,0.31,0.17,132,4,0.42,0.95,0.11,0.0
Date Night,Father John Misty,God's Favorite Customer,2018-06-01,3,54,0.32,0.47,0.04,200,4,0.91,0.78,0.19,0.0
Luca,Brand New,The Devil And God Are Raging Inside Me,2017-11-06,3,29,0.08,0.49,0.03,134,3,0.18,0.67,0.16,0.11
Silver,Pixies,Doolittle,2018-09-24,3,43,0.0,0.55,0.03,88,3,0.42,0.28,0.11,0.25
The View From The Afternoon,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",2016-10-09,3,4,0.01,0.38,0.07,146,4,0.39,0.94,0.26,0.0
Lambda,MØL,Jord,2018-06-19,3,26,0.0,0.34,0.04,73,4,0.32,0.82,0.34,0.85
I Bet You Look Good On The Dancefloor,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",2016-10-09,3,15,0.0,0.54,0.04,103,4,0.78,0.95,0.38,0.0
Limit To Your Love,James Blake,James Blake,2018-07-19,3,37,0.58,0.8,0.1,139,4,0.05,0.28,0.08,0.14
My Iron Lung,Radiohead,The Bends,2018-05-31,3,55,0.06,0.24,0.07,96,4,0.67,0.86,0.38,0.12
Bullet Proof ... I Wish I Was,Radiohead,The Bends,2018-05-31,3,52,0.78,0.45,0.03,80,4,0.08,0.36,0.08,0.67
Neighborhood #3 (Power Out),Arcade Fire,Funeral,2017-07-17,3,54,0.0,0.52,0.06,119,4,0.64,0.95,0.1,0.02
Sulk,Radiohead,The Bends,2018-05-31,3,52,0.0,0.17,0.04,97,3,0.67,0.64,0.11,0.23
Neighborhood #4 (7 Kettles),Arcade Fire,Funeral,2017-07-17,3,47,0.82,0.47,0.03,107,4,0.3,0.41,0.12,0.04
Lightness,Death Cab for Cutie,Transatlanticism,2018-09-17,3,46,0.1,0.69,0.03,109,4,0.07,0.4,0.66,0.0
The New Year,Death Cab for Cutie,Transatlanticism,2018-09-17,3,48,0.0,0.37,0.04,123,4,0.18,0.76,0.2,0.0
Hunter,Have A Nice Life,Deathconsciousness,2018-09-28,3,35,0.7,0.58,0.03,125,4,0.08,0.38,0.09,0.27
Paranoid Android (Remastered),Radiohead,OK Computer OKNOTOK 1997 2017,2017-06-23,3,58,0.03,0.33,0.05,125,4,0.22,0.83,0.23,0.01
Two Headed Boy Part Two,Neutral Milk Hotel,In The Aeroplane Over The Sea,2018-02-11,3,3,0.68,0.26,0.03,182,4,0.12,0.36,0.14,0.0
yumewomiyou,harunemuri,harutosyura,2018-06-07,3,37,0.11,0.69,0.03,128,4,0.52,0.83,0.08,0.05
Sailing,Deerhunter,Halcyon Digest,2018-08-30,3,39,0.92,0.32,0.04,97,3,0.1,0.14,0.11,0.28
Up!,M83,Saturdays = Youth,2018-08-30,3,26,0.2,0.55,0.03,119,4,0.07,0.6,0.35,0.0
Gone,The Weeknd,Trilogy,2018-03-30,3,16,0.71,0.5,0.34,107,4,0.31,0.68,0.07,0.0
The Suburbs,Arcade Fire,The Suburbs,2017-06-28,3,25,0.06,0.62,0.03,117,4,0.54,0.68,0.34,0.02
Tuff Ghost,The Unicorns,Who Will Cut Our Hair When We're Gone? (Remastered),2018-08-30,3,41,0.15,0.54,0.12,144,4,0.37,0.62,0.09,0.03
Loft Music,The Weeknd,Trilogy,2018-03-30,3,25,0.55,0.28,0.12,80,4,0.07,0.5,0.32,0.0
Thursday,The Weeknd,Trilogy,2018-03-30,3,16,0.45,0.34,0.06,65,4,0.19,0.62,0.15,0.0
Sea Ghost,The Unicorns,Who Will Cut Our Hair When We're Gone? (Remastered),2018-08-30,3,37,0.6,0.51,0.29,121,4,0.42,0.46,0.14,0.0
Jellybones,The Unicorns,Who Will Cut Our Hair When We're Gone? (Remastered),2018-08-30,3,35,0.68,0.51,0.08,129,4,0.61,0.29,0.66,0.09
The Clap,The Unicorns,Who Will Cut Our Hair When We're Gone? (Remastered),2018-08-30,3,32,0.03,0.32,0.25,153,4,0.11,0.9,0.32,0.54
I Don't Wanna Die,The Unicorns,Who Will Cut Our Hair When We're Gone? (Remastered),2018-08-30,3,37,0.7,0.61,0.09,101,3,0.61,0.43,0.21,0.01
